Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,PartyAbbreviation,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath
0,Karl,Schenk,m,Bern,BE,Bundesrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/12/1863,7/18/1895,Signau (BE),12/1/1823,7/18/1895
0,Karl,Schenk,m,Bern,BE,Ständerat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,1/14/1857,12/23/1863,Signau (BE),12/1/1823,7/18/1895
0,Simon,Schenk,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Langnau im Emmental,Bern,,12/1/2003,12/2/2007,Eggiwil (BE),5/16/1946,
0,Simon,Schenk,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Langnau im Emmental,Bern,,11/28/1994,12/3/1995,Eggiwil (BE),5/16/1946,
0,Simon,Schenk,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Langnau im Emmental,Bern,,12/3/2007,12/4/2011,Eggiwil (BE),5/16/1946,
0,Karl,Schenk,m,Bern,BE,Ständerat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,1/14/1857,12/23/1863,Signau (BE),12/1/1823,7/18/1895
0,Simon,Schenk,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Langnau im Emmental,Bern,,12/4/1995,11/30/2003,Eggiwil (BE),5/16/1946,
0,Hans,Schenkel,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,6/2/1913,12/2/1917,Lindau (ZH),7/23/1869,9/9/1926
0,Jak. Christoph,Schenkel,m,Schaffhausen,SH,Ständerat,Demokratische Linke,DL,Liberale,Lib*,,,,,7/5/1852,1/1/1853,Schaffhausen (SH),2/10/1820,6/4/1867
0,Hans,Schenkel,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1919,9/9/1926,Lindau (ZH),7/23/1869,9/9/1926
0,Friedrich,Schenker,m,Solothurn,SO,Ständerat,Demokratische Linke,DL,Demokraten,Dem*,,,,,7/4/1853,6/1/1856,Boningen (SO),2/28/1810,4/13/1873
0,Silvia,Schenker,f,Basel-Stadt,BS,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,geschieden,Aarau,Aargau,Legislative des Kantons (Grosser Rat): von März 1995 bis Januar 2004,12/3/2007,12/4/2011,"Heimiswil (BE),Aarburg (AG)",1/17/1954,
0,Silvia,Schenker,f,Basel-Stadt,BS,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,geschieden,Aarau,Aargau,Legislative des Kantons (Grosser Rat): von März 1995 bis Januar 2004,12/1/2003,12/2/2007,"Heimiswil (BE),Aarburg (AG)",1/17/1954,
1,Silvia,Schenker,f,Basel-Stadt,BS,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,geschieden,Aarau,Aargau,Legislative des Kantons (Grosser Rat): von März 1995 bis Januar 2004,11/30/2015,,"Heimiswil (BE),Aarburg (AG)",1/17/1954,
0,Silvia,Schenker,f,Basel-Stadt,BS,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,geschieden,Aarau,Aargau,Legislative des Kantons (Grosser Rat): von März 1995 bis Januar 2004,12/5/2011,11/29/2015,"Heimiswil (BE),Aarburg (AG)",1/17/1954,
0,Jak. Albert,Scherb,m,Thurgau,TG,Ständerat,Demokratische Linke,DL,Demokraten,Dem*,,,,,12/5/1881,9/18/1908,"Frauenfeld (TG),Bischofszell (TG)",5/5/1839,9/18/1908
0,Jak. Albert,Scherb,m,Thurgau,TG,Nationalrat,Demokratische Linke,DL,Demokraten,Dem*,,,,,12/6/1869,12/4/1881,"Frauenfeld (TG),Bischofszell (TG)",5/5/1839,9/18/1908
0,Jak. Albert,Scherb,m,Thurgau,TG,Ständerat,Demokratische Linke,DL,Demokraten,Dem*,,,,,12/5/1881,9/18/1908,"Frauenfeld (TG),Bischofszell (TG)",5/5/1839,9/18/1908
0,Jak. Albert,Scherb,m,Thurgau,TG,Ständerat,Demokratische Linke,DL,Demokraten,Dem*,,,,,12/5/1881,9/18/1908,"Frauenfeld (TG),Bischofszell (TG)",5/5/1839,9/18/1908
0,Johann Jakob,Scherer,m,Zürich,ZH,Bundesrat,,,Demokraten,Dem*,,,,,7/12/1872,12/23/1878,"Winterthur (ZH),Richterswil (ZH)",11/14/1825,12/23/1878
0,Marcel,Scherer,m,Zug,ZG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Cham,Zug,,12/3/2007,12/4/2011,"Flühli (LU),Hünenberg (ZG)",1/29/1952,
0,Victor,Scherer,m,Basel-Stadt,BS,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,10/1/1929,2/13/1941,Seewen (SO),10/3/1881,2/13/1941
0,Victor Emil,Scherer,m,Basel-Stadt,BS,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,10/1/1929,2/13/1941,Basel (BS),10/3/1881,2/13/1941
0,Victor Emil,Scherer,m,Basel-Stadt,BS,Ständerat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/10/1919,12/6/1925,Basel (BS),10/3/1881,2/13/1941
0,Johann Jakob,Scherer,m,Zürich,ZH,Nationalrat,Demokratische Linke,DL,Demokraten,Dem*,,,,,12/6/1869,7/1/1872,"Winterthur (ZH),Richterswil (ZH)",11/14/1825,12/23/1878
0,Marcel,Scherer,m,Zug,ZG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Cham,Zug,,12/1/2003,12/2/2007,"Flühli (LU),Hünenberg (ZG)",1/29/1952,
0,Marcel,Scherer,m,Zug,ZG,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Cham,Zug,,12/6/1999,11/30/2003,"Flühli (LU),Hünenberg (ZG)",1/29/1952,
0,Anton,Scherer,m,Zug,ZG,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,11/26/1979,11/27/1983,Flühli (LU),11/3/1925,
0,Werner,Scherrer,m,Bern,BE,Nationalrat,Fraktionslos,-,,,verheiratet,Kirchberg,St. Gallen,Grosser Rat Kanton Bern von 1978 bos 1991,12/4/1995,6/1/1997,Nesslau (SG),3/23/1930,
0,Paul,Scherrer,m,Basel-Stadt,BS,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1896,11/1/1919,"Basel (BS),Kirchberg (SG)",4/2/1862,3/10/1935
0,Heinrich,Scherrer,m,St. Gallen,SG,Ständerat,,,Sozialdemokratische Partei der Schweiz,SP,,,,,6/6/1911,11/25/1919,Nesslau (SG),12/12/1847,11/25/1919
0,Jürg,Scherrer,m,Bern,BE,Nationalrat,Fraktion der Autopartei,A,,,verheiratet,Zürich,Zürich,Gemeinderat Biel,11/30/1987,12/3/1995,Dürnten (ZH),11/5/1947,
0,Eduard,Scherrer,m,St. Gallen,SG,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1911,11/1/1919,St. Gallen (SG),5/20/1862,9/4/1947
0,Jürg,Scherrer,m,Bern,BE,Nationalrat,Fraktionslos,-,,,verheiratet,Zürich,Zürich,Gemeinderat Biel,11/30/1987,12/3/1995,Dürnten (ZH),11/5/1947,
0,Heinrich,Scherrer,m,St. Gallen,SG,Nationalrat,,,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1902,6/5/1911,Nesslau (SG),12/12/1847,11/25/1919
0,Paul,Scherrer,m,Basel-Stadt,BS,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1896,11/1/1919,"Basel (BS),Kirchberg (SG)",4/2/1862,3/10/1935
0,Paul,Scherrer,m,Basel-Stadt,BS,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1896,11/1/1919,"Basel (BS),Kirchberg (SG)",4/2/1862,3/10/1935
0,Carl,Scherrer,m,Schaffhausen,SH,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1947,12/1/1963,Schaffhausen (SH),1/5/1909,10/8/1989
0,Werner,Scherrer,m,Bern,BE,Nationalrat,Fraktionslos,-,,,verheiratet,Kirchberg,St. Gallen,Grosser Rat Kanton Bern von 1978 bos 1991,11/25/1991,12/3/1995,Nesslau (SG),3/23/1930,
0,Jürg,Scherrer,m,Bern,BE,Nationalrat,Fraktion der Freiheits-Partei der Schweiz,F,,,verheiratet,Zürich,Zürich,Gemeinderat Biel,12/4/1995,12/5/1999,Dürnten (ZH),11/5/1947,
0,Joseph Anton,Scherrer-Brisig,m,St. Gallen,SG,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/1/1919,12/2/1951,"Tablat (SG),Mosnang (SG)",3/22/1891,6/17/1965
0,Joseph Anton,Scherrer-Füllemann,m,St. Gallen,SG,Nationalrat,,,Demokraten,Dem*,,,,,12/1/1890,12/3/1922,Kirchberg (SG),11/18/1847,9/8/1924
0,Jakob,Scherz,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/3/1860,8/13/1889,Aeschi b. Spiez (BE),9/15/1818,8/13/1889
0,Friedrich Erhard,Scheuchzer,m,Zürich,ZH,Nationalrat,,,Demokraten,Dem*,,,,,12/3/1866,2/13/1895,"Zürich (ZH),Bülach (ZH)",1/21/1828,2/13/1895
0,Karl,Scheurer,m,Bern,BE,Bundesrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/11/1919,11/14/1929,Erlach (BE),9/27/1872,11/14/1929
0,Rémy,Scheurer,m,Neuenburg,NE,Nationalrat,Liberale Fraktion,L,Liberale Partei der Schweiz,LPS,verheiratet,Neuenburg,Neuenburg,"Conseil général Hauterive de 1968 à 2000, GrandConseil neuchâtelois de 1977 à 1984",12/4/1995,11/30/2003,"Dombresson (NE),Seedorf (BE)",3/11/1934,
0,Alfred,Scheurer,m,Bern,BE,Ständerat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,3/16/1896,12/1/1897,Erlach (BE),5/5/1840,5/2/1921
0,Karl,Scheurer,m,Bern,BE,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1911,11/1/1919,Erlach (BE),9/27/1872,11/14/1929
0,Alfred,Scheurer,m,Bern,BE,Ständerat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1882,12/1/1883,Erlach (BE),5/5/1840,5/2/1921
0,Alfred,Scheurer,m,Bern,BE,Ständerat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,3/17/1879,5/1/1879,Erlach (BE),5/5/1840,5/2/1921
0,Rémy,Scheurer,m,Neuenburg,NE,Nationalrat,Liberale Fraktion,L,Liberale Partei der Schweiz,LPS,verheiratet,Neuenburg,Neuenburg,"Conseil général Hauterive de 1968 à 2000, GrandConseil neuchâtelois de 1977 à 1984",11/25/1991,12/3/1995,"Dombresson (NE),Seedorf (BE)",3/11/1934,
0,Rémy,Scheurer,m,Neuenburg,NE,Nationalrat,Liberale Fraktion,L,Liberale Partei der Schweiz,LPS,verheiratet,Neuenburg,Neuenburg,"Conseil général Hauterive de 1968 à 2000, GrandConseil neuchâtelois de 1977 à 1984",12/4/1995,11/30/2003,"Dombresson (NE),Seedorf (BE)",3/11/1934,
0,Alfred,Scheurer,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,7/7/1873,12/5/1875,Erlach (BE),5/5/1840,5/2/1921
0,Paul,Schib,m,Aargau,AG,Nationalrat,Konservativ-christlichsoziale Fraktion,K,Konservativ-christlichsoziale Volkspartei der Schweiz,KK,,,,,12/7/1959,11/28/1971,Möhlin (AG),3/15/1901,5/6/1990
0,Ernst,Schibli,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Zürich,Zürich,Exekutive der Gemeinde Otelfingen: Gemeindepräsident von März 1982 bis März 2010; Legislative des Kantons (Kantonsrat): von August 1990 bis Januar 2002,12/3/2007,12/4/2011,Otelfingen (ZH),8/16/1952,
0,Ernst,Schibli,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Zürich,Zürich,Exekutive der Gemeinde Otelfingen: Gemeindepräsident von März 1982 bis März 2010; Legislative des Kantons (Kantonsrat): von August 1990 bis Januar 2002,5/5/2014,11/29/2015,Otelfingen (ZH),8/16/1952,
0,Ernst,Schibli,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Zürich,Zürich,Exekutive der Gemeinde Otelfingen: Gemeindepräsident von März 1982 bis März 2010; Legislative des Kantons (Kantonsrat): von August 1990 bis Januar 2002,12/1/2003,12/2/2007,Otelfingen (ZH),8/16/1952,
0,Ernst,Schibli,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Zürich,Zürich,Exekutive der Gemeinde Otelfingen: Gemeindepräsident von März 1982 bis März 2010; Legislative des Kantons (Kantonsrat): von August 1990 bis Januar 2002,11/26/2001,11/30/2003,Otelfingen (ZH),8/16/1952,
0,Johann Ulrich,Schiess,m,Appenzell A.-Rh.,AR,Nationalrat,Mitte,MC,Liberale,Lib*,,,,,12/5/1881,7/6/1883,Herisau (AR),2/17/1813,7/6/1883
0,Fritz,Schiesser,m,Glarus,GL,Ständerat,Freisinnig-demokratische Fraktion,RL,Freisinnig-Demokratische Partei der Schweiz,FDP,,Haslen,Glarus,Exekutive der Gemeinde: Schulpräsident Haslen von 1986 bis 1995; Legislative des Kantons: Landrat seit Juni 1985,12/3/2007,12/31/2007,"Haslen (GL),Linthal (GL)",4/23/1954,
0,Fritz,Schiesser,m,Glarus,GL,Ständerat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,Haslen,Glarus,Exekutive der Gemeinde: Schulpräsident Haslen von 1986 bis 1995; Legislative des Kantons: Landrat seit Juni 1985,6/5/1990,11/30/2003,"Haslen (GL),Linthal (GL)",4/23/1954,
0,Fritz,Schiesser,m,Glarus,GL,Ständerat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,Haslen,Glarus,Exekutive der Gemeinde: Schulpräsident Haslen von 1986 bis 1995; Legislative des Kantons: Landrat seit Juni 1985,12/1/2003,12/2/2007,"Haslen (GL),Linthal (GL)",4/23/1954,
0,Urs,Schild,m,Solothurn,SO,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,1/23/1882,12/4/1887,Grenchen (SO),8/31/1829,4/25/1888
0,Robert,Schild,m,Solothurn,SO,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,3/16/1931,12/6/1931,Grenchen (SO),11/13/1890,9/11/1967
0,Peter,Schilliger,m,Luzern,LU,Nationalrat,FDP-Liberale Fraktion,RL,FDP.Die Liberalen,FDP-Liberale,verheiratet,Udligenswil,Luzern,Sozialvorsteher Udligenswil: von Juli 1991 bis August 2000: Gemeindepräsident Udligenswil: von September 2000 bis Juni 2011; Kantonsrat: von April 2003 bis September 2012,9/10/2012,11/29/2015,"Weggis (LU),Udligenswil (LU)",6/1/1959,
1,Peter,Schilliger,m,Luzern,LU,Nationalrat,FDP-Liberale Fraktion,RL,FDP.Die Liberalen,FDP-Liberale,verheiratet,Udligenswil,Luzern,Sozialvorsteher Udligenswil: von Juli 1991 bis August 2000: Gemeindepräsident Udligenswil: von September 2000 bis Juni 2011; Kantonsrat: von April 2003 bis September 2012,11/30/2015,,"Weggis (LU),Udligenswil (LU)",6/1/1959,
0,K. Ferdinand,Schimpf,m,Aargau,AG,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,7/5/1852,12/1/1852,Laufenburg (AG),10/12/1806,1/10/1868
0,K. Ferdinand,Schimpf,m,Aargau,AG,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/6/1848,11/30/1851,Laufenburg (AG),10/12/1806,1/10/1868
0,Kaspar,Schindler,m,Glarus,GL,Nationalrat,Linke,LG,Demokraten,Dem*,,,,,12/1/1884,12/27/1898,"Mollis (GL),Niederurnen (GL),Glarus (GL)",3/11/1832,12/27/1898
0,Wilhelm,Schindler,m,Luzern,LU,Nationalrat,Linke,LG,Liberale,Lib*,,,,,12/7/1863,1/1/1865,Luzern (LU),5/14/1829,5/6/1898
0,August,Schirmer,m,Aargau,AG,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/7/1948,12/6/1959,St. Gallen (SG),5/9/1908,11/10/1973
0,L. August,Schirmer,m,St. Gallen,SG,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1919,11/29/1941,St. Gallen (SG),9/25/1881,11/29/1941
0,August,Schirmer,m,Aargau,AG,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1939,11/30/1947,St. Gallen (SG),5/9/1908,11/10/1973
0,Hans Ulrich,Schlaepfer,m,Zürich,ZH,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/4/1946,11/30/1947,"Zürich (ZH),Speicher (AR)",6/30/1893,12/14/1985
0,Urs,Schläfli,m,Solothurn,SO,Nationalrat,Fraktion CVP-EVP,CE,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Solothurn,Solothurn,Legislative des Kantons (Kantonsrat): von Mai 2009 bis Dezember 2011; Exekutive der Gemeinde Deitingen (Bürgergemeindepräsident): seit August 2009,12/12/2011,11/29/2015,Deitingen (SO),7/20/1963,
0,Albert,Schläpfer,m,Thurgau,TG,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1959,6/1/1964,Rehetobel (AR),12/14/1908,9/30/1994
0,Rémy,Schläppy,m,Neuenburg,NE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,11/29/1971,10/7/1977,"Gadmen (BE),Les Ponts-de-Martel (NE)",2/20/1917,7/9/2003
0,Florian,Schlegel,m,St. Gallen,SG,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,11/24/1969,5/1/1972,Sevelen (SG),6/11/1935,7/23/1993
0,Ulrich,Schlüer,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Zürich,Zürich,"Mitglied Primarschulpflege, 1978 bis 1990; Präsident Oberstufenschulpflege, 1986 bis 1994; Gemeindepräsident (Flaach/ZH), 1994 bis 1998; Verfassungsrat Kt. Zürich von 2000 bis 2005",3/2/2009,12/4/2011,"Basel (BS),Flaach (ZH),Oberengstringen (ZH)",10/17/1944,
0,Ulrich,Schlüer,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Zürich,Zürich,"Mitglied Primarschulpflege, 1978 bis 1990; Präsident Oberstufenschulpflege, 1986 bis 1994; Gemeindepräsident (Flaach/ZH), 1994 bis 1998; Verfassungsrat Kt. Zürich von 2000 bis 2005",12/4/1995,11/30/2003,"Basel (BS),Flaach (ZH),Oberengstringen (ZH)",10/17/1944,
0,Ulrich,Schlüer,m,Zürich,ZH,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Zürich,Zürich,"Mitglied Primarschulpflege, 1978 bis 1990; Präsident Oberstufenschulpflege, 1986 bis 1994; Gemeindepräsident (Flaach/ZH), 1994 bis 1998; Verfassungsrat Kt. Zürich von 2000 bis 2005",12/1/2003,12/2/2007,"Basel (BS),Flaach (ZH),Oberengstringen (ZH)",10/17/1944,
0,Leon,Schlumpf,m,Graubünden,GR,Ständerat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,,,,6/10/1974,12/5/1979,"Mönchaltorf (ZH),Felsberg (GR)",2/3/1925,7/7/2012
0,Leon,Schlumpf,m,Graubünden,GR,Nationalrat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,Demokraten,Dem*,,,,,12/14/1966,5/31/1974,"Mönchaltorf (ZH),Felsberg (GR)",2/3/1925,7/7/2012
0,Leon,Schlumpf,m,Graubünden,GR,Bundesrat,,,Schweizerische Volkspartei,SVP,,,,,12/5/1979,12/31/1987,"Mönchaltorf (ZH),Felsberg (GR)",2/3/1925,7/7/2012
0,Leon,Schlumpf,m,Graubünden,GR,Nationalrat,Demokratische und Evangelische Fraktion,DE,Demokraten,Dem*,,,,,12/14/1966,5/31/1974,"Mönchaltorf (ZH),Felsberg (GR)",2/3/1925,7/7/2012
0,Johannes,Schlup,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1878,12/4/1887,Rüti b. Büren (BE),1/26/1829,11/7/1897
0,Peter,Schmid,m,Thurgau,TG,Nationalrat,Grüne Fraktion,G,Grüne Partei der Schweiz,GPS,,,,,11/30/1987,12/3/1995,Buch b. Märwil (TG),10/4/1940,
0,Josef Leonz jun.,Schmid,m,Zug,ZG,Ständerat,,,Konservative,Kons*,,,,,6/7/1909,5/10/1913,Baar (ZG),11/30/1854,5/10/1913
0,Anton,Schmid,m,Thurgau,TG,Ständerat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,"Bauern-, Gewerbe- und Bürgerpartei",BGB,,,,,3/3/1928,12/1/1935,"Frauenfeld (TG),Malans (GR)",2/19/1878,11/24/1950
0,Jacques,Schmid,m,Solothurn,SO,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/3/1917,12/4/1955,Niederurdorf (ZH),4/2/1882,9/7/1960
0,Arthur,Schmid,m,Aargau,AG,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/1/1919,11/14/1958,Staffelbach (AG),4/30/1889,11/14/1958
0,Robert,Schmid,m,Zürich,ZH,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,10/1/1913,11/1/1919,"Zürich (ZH),Hedingen (ZH)",2/8/1867,6/4/1934
0,Jacques,Schmid,m,Solothurn,SO,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/3/1917,12/4/1955,Niederurdorf (ZH),4/2/1882,9/7/1960
0,Ernst,Schmid,m,Zürich,ZH,Nationalrat,Demokratische und Evangelische Fraktion,DE,Evangelische Volkspartei der Schweiz,EVP,,,,,12/7/1959,5/27/1968,Schönholzerswilen (TG),9/6/1908,5/27/1968
0,Samuel,Schmid,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Rüti b. Büren,Bern,"Gemeinderat von 1971 bis 1982, Gemeindepräsident von 1973 bis 1982, Grossrat von 1982 bis 1993",12/4/1995,12/5/1999,Attiswil (BE),1/8/1947,
0,Samuel,Schmid,m,Bern,BE,Ständerat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Rüti b. Büren,Bern,"Gemeinderat von 1971 bis 1982, Gemeindepräsident von 1973 bis 1982, Grossrat von 1982 bis 1993",12/6/1999,12/6/2000,Attiswil (BE),1/8/1947,
0,Odilo,Schmid,m,Wallis,VS,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Binn,Wallis,"Gemeinderat Brig von 1985 bis 1996, Vizepräsident Brig-Glis von 1989 bis 1996, Grossrat von 1989 bis 1996",12/4/1995,11/30/2003,"Binn (VS),Ernen (VS),Brig-Glis (VS)",1/11/1945,
0,Johann,Schmid,m,Graubünden,GR,Nationalrat,,,Konservative,Kons*,,,,,12/4/1905,11/1/1919,Vals (GR),1/14/1850,5/27/1931
0,Arthur,Schmid,m,Aargau,AG,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/7/1959,11/25/1979,"Staffelbach (AG),Oberentfelden (AG)",1/25/1928,
0,Andreas,Schmid,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,2/14/1881,12/4/1887,Eriswil (BE),1/8/1824,8/2/1901
0,Theodor,Schmid,m,Luzern,LU,Nationalrat,,,Konservative,Kons*,,,,,1/18/1892,5/1/1907,Schüpfheim (LU),6/30/1858,8/17/1918
0,Andreas,Schmid,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,7/5/1869,12/1/1872,Eriswil (BE),1/8/1824,8/2/1901
0,Werner,Schmid,m,Zürich,ZH,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,12/1/1947,12/2/1951,Illnau-Effretikon (ZH),11/6/1898,4/29/1981
0,Josef Leonz jun.,Schmid,m,Zug,ZG,Ständerat,,,Konservative,Kons*,,,,,7/1/1883,6/1/1886,Baar (ZG),11/30/1854,5/10/1913
0,Samuel,Schmid,m,Bern,BE,Bundesrat,,,Schweizerische Volkspartei,SVP,verheiratet,Rüti b. Büren,Bern,"Gemeinderat von 1971 bis 1982, Gemeindepräsident von 1973 bis 1982, Grossrat von 1982 bis 1993",12/6/2000,12/31/2008,Attiswil (BE),1/8/1947,
1,Martin,Schmid,m,Graubünden,GR,Ständerat,FDP-Liberale Fraktion,RL,FDP.Die Liberalen,FDP-Liberale,,Thusis,Graubünden,Legislative des Kantons (Grossrat): von Mai 1994 bis Dezember 2002; Exekutive des Kantons (Regierungsrat): von Januar 2003 bis Dezember 2011,11/30/2015,,"Vals (GR),Splügen (GR)",5/24/1969,
0,Werner,Schmid,m,Zürich,ZH,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,12/3/1962,11/28/1971,Illnau-Effretikon (ZH),11/6/1898,4/29/1981
0,Jacques,Schmid,m,Solothurn,SO,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/3/1917,12/4/1955,Niederurdorf (ZH),4/2/1882,9/7/1960
